dimension,birth,death
1,3,5
1,3,5
1,3,5
1,3,5
1,3,5
1,3,5
1,3,5
1,5,7
1,3,7
1,3,7
1,5,7
1,5,7
1,5,7
1,3,7
1,7,9
1,7,9
1,3,9
1,7,9
1,5,9
1,7,9
1,5,9
1,9,11
1,3,11
1,9,11
1,7,13
1,11,13
1,11,13
1,3,15
1,7,15
1,13,15
1,13,15
1,11,15
1,13,15
1,13,17
1,15,17
1,13,19
1,11,19
1,17,19
1,15,19
1,17,19
1,15,19
1,15,19
1,17,19
1,15,19
1,17,19
1,15,19
1,15,19
1,17,19
1,19,21
1,19,21
1,17,23
1,19,23
1,17,23
1,23,25
1,21,25
1,23,25
1,23,25
1,21,25
1,25,27
1,25,27
1,25,27
1,19,27
1,23,27
1,23,29
1,17,29
1,27,29
1,27,29
1,27,29
1,21,29
1,27,29
1,21,31
1,29,31
1,27,31
1,29,33
1,29,33
1,27,33
1,31,33
1,33,35
1,33,35
1,33,35
1,33,37
1,37,39
1,27,41
1,37,41
1,37,41
1,41,45
1,43,45
1,37,45
1,43,45
1,39,45
1,23,45
1,37,45
1,35,47
1,41,47
1,21,47
1,43,47
1,45,47
1,43,49
1,47,49
1,43,49
1,19,51
1,43,51
1,47,51
1,27,51
2,49,51
1,41,53
1,49,53
1,41,53
1,29,55
1,21,57
1,25,59
1,51,61
1,43,61
1,11,61
0,1,64
1,57,64
1,63,64
2,63,64
4,53,64
1,62,64
1,62,63
2,61,62
1,62,63
2,59,62
1,60,63
1,60,62
1,60,63
1,60,61
1,60,63
2,59,60
1,60,64
1,55,58
1,55,58
1,58,64
1,58,64
1,58,63
1,58,61
4,55,58
1,55,56
1,56,57
1,56,64
1,56,59
1,56,58
1,53,54
1,54,55
1,54,59
1,54,55
1,54,57
1,54,64
2,53,54
1,49,52
1,52,61
1,52,64
1,52,64
1,52,64
1,52,57
1,52,57
2,52,53
2,49,50
1,50,53
1,50,53
1,50,53
1,50,64
1,50,53
2,49,50
2,50,51
1,48,49
1,48,51
1,48,51
1,48,49
2,47,48
1,48,49
1,48,64
1,48,64
1,48,49
1,48,49
1,48,59
2,47,48
1,43,46
1,46,49
1,46,52
1,46,48
1,46,64
2,39,46
1,46,64
1,35,44
1,29,44
1,44,55
1,44,51
1,44,47
1,44,49
1,44,59
1,44,53
1,44,64
1,44,49
1,44,47
1,44,64
1,41,42
1,41,42
1,42,44
2,37,42
1,42,45
1,42,46
1,42,64
1,42,48
1,42,46
1,42,45
1,42,47
1,35,40
1,39,40
1,40,45
1,40,51
1,40,47
1,40,43
1,40,45
1,40,52
1,37,38
1,37,38
1,27,38
1,38,47
1,38,43
1,38,41
1,38,43
1,38,45
1,38,41
1,38,43
1,38,39
1,35,36
1,35,36
1,36,43
1,36,46
1,36,47
1,36,37
1,36,39
1,36,37
1,36,40
1,36,37
1,36,37
1,36,39
1,36,42
1,36,39
1,36,37
1,36,59
1,36,41
1,36,49
1,33,34
1,33,34
1,31,34
1,27,34
1,33,34
1,33,34
1,31,34
1,34,37
1,34,39
1,34,37
1,34,39
1,34,41
1,34,43
1,34,35
1,34,41
1,34,43
1,34,35
1,34,37
1,34,40
1,34,39
1,34,35
1,29,32
1,31,32
1,29,32
1,27,32
1,32,35
1,32,39
1,32,37
1,32,35
1,32,35
1,32,35
1,32,33
1,32,33
1,32,33
1,32,35
1,32,35
1,32,35
1,25,30
1,30,35
1,30,35
1,30,35
1,30,33
1,30,33
1,30,49
1,30,39
1,30,34
1,30,31
1,30,38
1,30,33
1,30,31
1,30,35
1,30,33
1,30,33
1,30,32
1,30,35
1,30,31
1,30,33
1,30,31
1,30,64
1,30,35
1,21,28
1,27,28
1,25,28
1,19,28
1,28,31
1,28,32
1,28,30
1,28,29
1,28,37
1,28,30
1,28,31
1,28,29
1,28,29
1,28,33
1,28,29
1,28,29
1,28,29
1,28,64
1,28,30
1,25,26
1,25,26
1,19,26
1,25,26
1,25,26
1,25,26
1,25,26
1,26,27
1,26,27
1,26,27
1,26,29
1,26,35
1,26,37
1,26,31
1,26,27
1,26,30
1,26,34
1,26,29
1,26,27
1,26,27
1,26,27
1,23,24
1,23,24
1,23,24
1,23,24
1,23,24
1,21,24
1,23,24
1,21,24
1,23,24
1,23,24
1,21,24
1,23,24
1,24,32
1,24,29
2,23,24
1,24,27
1,24,26
1,24,30
1,24,29
1,24,33
1,24,27
1,24,26
1,24,27
1,24,26
1,24,27
1,24,27
1,24,25
1,21,22
1,21,22
1,21,22
1,17,22
1,19,22
1,21,22
1,21,22
1,21,22
1,21,22
1,22,28
1,22,26
1,22,25
1,22,23
1,22,29
1,22,25
1,22,25
1,22,25
1,22,23
1,22,31
1,22,23
1,22,23
1,22,27
1,22,29
1,22,25
1,22,23
1,22,23
1,22,23
1,22,23
1,22,24
2,22,23
1,19,20
1,17,20
1,19,20
1,17,20
1,19,20
1,19,20
1,17,20
1,20,23
1,20,21
1,20,21
1,20,22
1,20,25
1,20,21
1,20,21
1,20,23
1,20,22
1,20,22
1,20,29
1,20,27
1,20,26
1,20,23
1,20,24
1,20,21
1,20,27
1,20,21
1,20,42
1,20,21
1,20,23
1,20,23
1,20,21
1,20,35
1,20,25
1,20,27
1,20,21
1,20,25
1,20,21
1,20,22
1,20,31
1,20,43
1,20,21
1,20,21
1,20,21
1,20,31
1,20,21
1,20,21
1,20,21
1,20,22
1,20,21
1,17,18
1,17,18
1,17,18
1,17,18
1,17,18
1,7,18
1,18,23
1,18,23
1,18,19
1,18,21
1,18,21
1,18,20
2,17,18
1,18,23
1,18,21
1,18,21
1,18,20
1,18,19
2,17,18
1,18,27
1,18,21
1,18,19
1,18,21
1,18,20
1,18,21
1,18,23
1,18,19
1,18,19
1,18,35
1,15,16
1,15,16
1,13,16
1,15,16
1,7,16
1,15,16
1,15,16
1,16,19
1,16,23
1,16,17
1,16,17
1,16,19
1,16,19
1,16,21
1,16,21
1,16,19
1,16,19
1,16,18
1,16,19
1,16,22
1,16,19
1,16,18
1,16,32
1,16,17
1,16,17
1,16,17
1,16,17
1,16,17
1,16,21
1,16,21
1,16,21
1,16,17
1,13,14
1,11,14
1,11,14
1,11,14
1,13,14
1,11,14
1,13,14
1,13,14
1,13,14
1,13,14
1,13,14
1,13,14
1,14,17
1,14,16
1,14,21
1,14,18
1,14,19
1,14,16
1,14,16
1,14,16
1,14,16
1,14,19
1,14,18
1,14,19
1,14,15
1,14,15
1,14,17
1,14,15
1,14,17
1,14,17
1,14,15
4,11,14
1,11,12
1,11,12
1,11,12
1,11,12
1,11,12
1,11,12
1,11,12
1,11,12
1,11,12
1,12,20
1,12,16
1,12,13
1,12,13
1,12,15
1,12,14
1,12,17
1,12,13
1,12,14
1,12,13
1,12,15
1,12,22
1,12,15
1,12,15
1,12,18
1,12,15
1,12,13
1,12,15
2,11,12
1,12,15
1,12,15
1,12,18
4,11,12
4,11,12
1,9,10
1,9,10
1,9,10
1,9,10
1,9,10
1,9,10
1,9,10
1,7,10
1,9,10
1,9,10
1,10,13
1,10,13
1,10,17
1,10,12
1,10,11
2,9,10
1,10,13
1,10,15
1,10,11
1,10,11
1,10,11
1,10,13
1,10,11
1,10,11
1,10,13
1,10,11
1,10,11
1,10,13
1,10,11
1,10,11
1,10,12
1,10,15
1,10,13
2,9,10
1,10,15
1,10,11
1,10,15
1,10,15
2,9,10
1,10,13
1,10,11
1,7,8
1,7,8
1,7,8
1,3,8
1,8,15
1,8,9
1,8,9
1,8,9
1,8,10
1,8,9
1,8,9
1,8,11
1,8,10
1,8,10
1,8,9
1,8,11
1,8,13
1,8,11
1,8,15
1,8,9
1,8,13
1,8,9
1,8,11
1,8,9
2,7,8
1,8,9
1,8,13
1,8,9
1,8,13
1,8,9
1,8,15
1,8,9
2,8,10
4,7,8
1,5,6
1,5,6
1,5,6
1,5,6
1,5,6
1,5,6
1,6,7
1,6,7
1,6,7
1,6,11
1,6,8
1,6,7
1,6,9
1,6,9
1,6,7
1,6,14
1,6,10
2,5,6
2,5,6
1,6,10
0,4,5
0,4,5
0,4,5
1,3,4
1,3,4
1,3,4
1,3,4
1,3,4
1,4,6
1,4,5
1,4,7
1,4,5
1,4,5
1,4,7
1,4,5
1,4,5
1,4,7
2,3,4
2,3,4
1,4,5
1,4,7
1,4,5
1,4,5
1,4,13
1,4,7
1,4,5
2,4,6
2,4,5
4,3,4
4,3,4
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
0,2,3
1,2,3
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
4,1,2
