dimension,birth,death
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,5
1,3,5
1,3,5
1,1,5
1,3,5
1,3,5
1,3,5
1,3,5
1,3,5
1,1,5
1,3,5
1,3,7
1,3,7
1,1,7
1,5,7
1,5,7
1,1,7
1,1,7
1,1,7
1,5,7
1,5,7
1,5,7
1,5,7
1,5,7
1,1,7
1,5,7
1,7,9
1,7,9
1,7,9
1,7,9
1,9,11
1,9,11
1,9,11
1,9,11
1,7,11
1,9,11
1,11,13
1,7,13
1,5,13
1,7,13
1,11,13
2,11,13
1,13,15
1,13,15
1,13,15
1,13,15
1,13,17
1,11,17
1,17,19
1,17,19
1,11,19
1,3,19
1,17,21
1,19,21
1,19,21
1,19,21
1,19,21
1,13,21
1,17,21
1,21,23
1,17,23
1,19,23
1,15,23
1,15,23
1,21,23
1,21,23
1,15,23
1,21,25
1,21,25
1,15,25
1,13,25
1,21,25
1,23,25
1,23,27
1,23,27
1,25,27
1,25,27
1,3,27
1,25,29
1,25,31
1,29,31
1,27,31
1,25,31
1,29,31
1,29,31
1,31,33
1,25,33
1,15,33
1,21,33
1,31,33
1,31,33
1,29,33
1,31,33
1,29,33
1,21,33
1,31,33
2,31,33
1,31,35
1,33,35
1,31,35
1,29,35
1,33,35
1,33,35
1,17,37
1,35,37
1,35,37
1,9,37
1,35,37
1,31,37
1,35,37
1,25,37
1,29,39
1,37,39
1,37,39
1,37,39
1,35,41
1,39,41
1,33,41
1,17,41
1,29,41
1,41,43
1,43,45
1,41,45
1,41,45
1,37,45
1,35,45
1,47,49
1,43,51
1,47,51
1,41,53
1,51,55
1,49,55
1,57,59
1,45,61
1,59,61
0,1,66
1,65,66
1,65,66
1,57,66
1,65,66
1,61,66
1,59,66
1,65,66
1,65,66
1,59,66
1,63,66
1,65,66
1,65,66
1,65,66
2,65,66
2,65,66
4,65,66
1,63,64
1,61,64
1,47,64
1,33,64
1,17,64
1,61,64
1,61,64
1,63,64
1,64,65
1,64,66
1,64,65
1,64,65
2,63,64
2,63,64
2,63,64
1,64,65
1,64,66
1,64,66
1,64,66
1,64,66
1,64,66
4,63,64
4,59,64
1,61,62
1,61,62
1,62,64
1,62,65
1,62,66
1,62,63
1,62,63
2,61,62
1,62,64
1,62,66
1,57,60
1,59,60
1,59,60
1,59,60
1,55,60
1,60,65
1,60,63
1,60,63
1,60,61
1,60,61
2,59,60
1,60,63
1,60,63
1,60,62
1,57,58
1,55,58
1,57,58
1,49,58
1,58,66
1,58,61
2,55,58
1,58,64
1,58,59
1,58,59
1,58,63
1,58,66
1,49,56
1,56,64
2,55,56
1,56,59
1,56,59
1,56,62
1,56,58
1,56,66
1,56,63
2,56,58
1,39,54
1,53,54
1,53,54
1,54,63
1,54,63
1,54,64
1,54,55
1,54,58
1,54,58
1,54,59
1,54,59
4,53,54
1,51,52
1,51,52
1,49,52
1,52,61
1,52,55
1,52,55
1,52,65
2,52,54
2,52,54
1,47,50
1,50,55
1,50,55
2,49,50
1,50,51
2,45,50
1,50,57
1,50,51
1,50,56
1,50,53
1,50,59
1,50,51
1,50,66
1,50,61
1,50,63
1,45,48
1,47,48
1,48,66
1,48,66
2,47,48
1,48,55
1,45,46
1,45,46
1,45,46
1,45,46
1,46,48
1,46,55
1,46,62
1,46,64
1,46,66
1,46,47
1,43,44
1,43,44
1,39,44
1,39,44
1,43,44
1,44,60
1,44,45
1,44,51
1,44,55
1,44,49
1,44,45
1,44,53
1,44,58
1,44,45
1,44,49
1,44,45
1,44,45
1,44,64
2,37,44
1,44,45
1,44,61
1,44,47
2,43,44
1,41,42
1,37,42
1,41,42
1,42,47
1,42,43
1,42,45
2,41,42
1,42,44
1,42,43
1,42,43
1,42,47
1,42,43
1,42,49
1,42,44
1,42,59
1,42,45
1,42,48
2,41,42
1,42,43
1,42,49
1,42,43
1,42,45
4,37,42
1,39,40
1,39,40
1,39,40
1,33,40
1,31,40
1,37,40
1,39,40
1,40,42
1,40,42
1,40,41
1,40,41
1,40,51
1,40,41
1,40,41
1,40,43
1,40,42
1,40,41
1,40,53
1,40,41
1,40,45
1,40,44
1,40,41
1,40,41
1,40,42
1,40,42
1,40,41
1,40,43
4,39,40
4,37,40
1,37,38
1,37,38
1,35,38
1,29,38
1,29,38
1,35,38
1,37,38
1,38,39
1,38,43
1,38,41
1,38,39
1,38,43
1,38,39
1,38,39
1,38,40
1,38,39
1,38,39
1,38,41
1,38,41
1,38,41
1,38,39
1,38,41
1,35,36
1,31,36
1,35,36
1,36,39
1,36,37
1,36,53
1,36,37
1,36,41
1,36,37
1,36,37
1,36,39
1,36,38
1,36,39
1,36,37
1,36,41
1,36,37
1,36,66
1,36,40
1,36,37
1,36,38
1,36,37
1,36,39
1,36,37
1,36,38
2,35,36
1,36,40
1,36,39
1,33,34
1,33,34
1,33,34
1,31,34
1,31,34
1,34,37
1,34,45
1,34,37
1,34,66
1,34,36
1,34,36
1,34,36
1,34,35
1,34,37
1,34,49
1,34,55
1,34,37
1,34,40
1,34,37
1,34,35
1,34,35
1,34,36
1,34,35
1,34,35
1,34,35
4,33,34
1,31,32
1,31,32
1,31,32
1,31,32
1,19,32
1,29,32
1,29,32
1,27,32
1,31,32
1,32,33
1,32,35
1,32,35
1,32,33
1,32,35
1,32,33
1,32,35
1,32,34
1,32,35
1,32,33
1,32,36
1,29,30
1,29,30
1,29,30
1,27,30
1,29,30
1,29,30
1,30,33
1,30,31
1,30,35
1,30,32
1,30,31
1,30,31
1,30,31
1,30,31
1,30,31
1,30,32
1,30,35
2,29,30
