dimension,birth,death
0,1,3
1,1,3
1,1,3
0,1,5
0,1,5
1,3,5
1,3,5
1,3,5
0,1,7
0,1,9
1,7,9
1,1,9
2,7,9
1,3,11
1,7,11
1,11,13
1,11,13
1,9,15
1,9,15
1,9,15
1,15,17
1,17,19
1,15,19
1,11,19
1,19,21
1,13,21
1,11,23
1,19,23
1,21,25
1,21,25
1,17,25
1,23,25
1,15,25
1,19,25
1,25,27
1,27,29
1,17,31
1,15,33
1,29,33
1,31,35
1,23,35
1,13,35
2,33,35
1,35,37
1,31,37
1,37,39
1,37,39
1,25,39
2,37,39
1,39,43
1,35,43
1,35,45
1,27,45
1,43,45
1,47,53
1,51,53
1,41,55
1,49,57
1,19,59
1,51,59
1,53,63
1,61,65
0,1,66
1,65,66
1,65,66
1,65,66
1,65,66
1,31,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,45,66
1,65,66
1,65,66
1,17,66
1,23,66
1,65,66
1,61,66
1,39,66
4,15,66
4,49,66
1,63,64
1,63,64
1,59,64
1,63,64
1,64,66
1,64,66
1,64,66
1,64,65
1,64,66
1,64,65
4,55,64
4,63,64
4,61,64
1,51,62
1,61,62
1,33,62
1,35,62
1,62,66
1,62,63
1,62,63
1,62,64
1,62,63
1,62,65
1,62,65
1,41,60
1,41,60
1,60,61
1,60,66
1,60,65
1,60,62
1,60,63
2,59,60
1,41,58
1,55,58
1,58,61
1,58,61
1,58,60
1,58,66
1,54,57
1,54,61
1,54,59
1,54,62
1,54,59
1,52,64
1,52,66
1,52,59
1,52,59
1,52,57
4,51,52
1,37,50
1,41,50
1,50,51
1,50,54
1,50,53
1,50,51
1,47,48
1,37,48
1,21,48
1,48,50
1,48,51
1,48,51
1,48,54
1,48,52
1,48,51
4,47,48
1,45,46
1,45,46
1,46,47
2,45,46
1,46,66
1,46,47
1,46,51
1,44,49
1,44,46
1,44,46
1,44,45
2,44,46
4,43,44
4,41,44
1,41,42
1,42,45
1,42,45
1,42,59
1,42,45
4,41,42
4,39,42
1,37,40
1,39,40
1,40,52
1,40,49
1,40,46
1,40,41
1,40,41
1,40,59
1,37,38
1,38,41
1,38,43
4,35,38
4,19,38
4,37,38
1,31,36
1,35,36
1,36,41
1,36,63
1,36,37
1,36,40
1,33,34
1,33,34
1,33,34
1,19,34
1,31,34
1,11,34
1,34,37
1,34,35
2,33,34
1,34,35
1,34,39
1,34,35
1,34,36
4,29,34
1,31,32
1,31,32
1,29,32
1,29,32
1,25,32
1,32,45
4,31,32
4,27,32
4,21,32
4,31,32
1,29,30
1,29,30
1,25,30
1,25,30
1,13,30
1,21,30
1,30,33
1,30,32
1,30,32
1,30,32
1,30,31
1,30,66
1,30,31
4,29,30
4,25,30
1,19,28
1,19,28
1,21,28
1,23,28
1,21,28
1,28,31
1,28,29
1,28,31
2,27,28
1,28,30
1,28,29
1,28,36
1,28,32
1,28,66
1,28,50
1,28,29
1,28,34
1,25,26
1,25,26
1,25,26
1,23,26
1,23,26
1,17,26
1,26,35
1,26,28
1,26,27
1,26,27
1,26,27
1,26,27
1,26,31
1,26,29
2,23,26
4,25,26
4,25,26
4,3,26
1,17,24
1,23,24
1,23,24
1,19,24
1,17,24
1,15,24
1,15,24
1,21,24
1,24,27
1,24,27
1,24,25
1,24,27
1,24,25
4,21,24
1,21,22
1,21,22
1,17,22
1,9,22
1,1,22
1,13,22
1,21,22
1,22,23
1,22,24
1,22,25
1,22,23
1,22,30
1,22,23
2,21,22
1,22,29
4,21,22
4,21,22
1,19,20
1,15,20
1,11,20
1,20,29
1,20,22
1,20,25
1,20,21
1,20,21
1,20,27
1,20,21
1,20,24
1,20,21
1,20,21
2,20,25
4,17,20
1,15,18
1,17,18
1,15,18
1,15,18
1,15,18
2,17,18
1,18,19
1,18,30
1,18,19
1,18,21
4,17,18
4,15,18
4,13,18
4,1,18
1,15,16
1,15,16
1,11,16
1,13,16
1,16,17
1,16,19
1,16,19
1,16,17
1,16,31
1,16,18
1,16,20
1,16,17
1,16,17
1,16,22
4,9,16
1,13,14
1,13,14
1,13,14
1,11,14
1,14,15
1,14,20
4,13,14
1,11,12
1,11,12
1,9,12
0,12,13
1,11,12
1,12,14
1,12,14
1,12,15
1,12,20
4,9,12
4,7,12
4,11,12
1,9,10
0,10,11
1,9,10
1,9,10
1,9,10
1,1,10
1,10,11
1,10,12
1,10,11
2,10,11
4,9,10
1,7,8
1,7,8
1,7,8
0,8,9
1,8,10
2,7,8
1,8,13
4,7,8
4,7,8
4,7,8
4,7,8
4,7,8
4,5,8
1,5,6
1,6,7
1,6,9
1,6,17
1,6,9
1,6,7
1,6,8
1,6,7
1,6,27
4,5,6
4,5,6
4,5,6
4,3,6
4,5,6
1,1,4
1,1,4
1,4,5
1,4,5
1,4,12
1,4,5
1,4,8
1,4,5
2,3,4
1,4,14
1,4,5
1,4,7
4,3,4
4,3,4
4,1,4
4,3,4
0,2,9
1,1,2
1,1,2
1,1,2
1,1,2
1,2,5
1,2,3
1,2,4
1,2,3
1,2,5
1,2,3
1,2,3
1,2,3
2,1,2
1,2,3
2,1,2
1,2,4
4,1,2
4,1,2
