dimension,birth,death
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,5
1,3,5
1,3,5
1,3,5
1,3,5
1,3,5
1,3,5
1,3,5
1,3,5
1,3,5
1,1,5
1,3,5
1,1,5
1,3,5
1,3,5
1,1,5
1,1,5
1,3,5
1,1,7
1,1,7
1,3,7
1,5,7
1,1,7
1,3,7
1,3,7
1,5,7
1,3,7
1,3,7
1,3,7
1,7,9
1,3,9
1,7,9
1,1,9
1,5,9
1,9,11
1,9,11
1,9,11
1,9,11
1,9,11
1,9,11
1,9,11
1,11,13
1,11,13
1,11,13
1,11,13
1,11,13
1,11,15
1,13,15
1,13,15
1,13,15
1,13,15
1,13,15
1,13,15
1,13,15
1,11,15
1,11,15
2,13,15
1,11,17
1,15,17
1,11,17
1,11,17
1,15,17
1,9,17
1,15,17
1,15,17
1,17,19
1,17,19
1,15,19
1,11,19
1,19,21
1,15,21
1,19,21
1,19,21
1,17,21
1,19,21
1,19,21
1,19,21
1,9,21
1,19,21
1,19,21
1,19,21
1,19,23
1,21,23
1,21,23
1,19,23
1,15,23
1,17,23
1,21,23
1,19,23
1,9,23
1,9,25
1,19,25
1,13,25
1,23,25
1,23,25
1,23,25
1,19,25
1,23,25
1,25,27
1,25,27
1,25,27
1,17,27
1,27,29
1,27,29
1,17,29
1,27,29
1,23,29
1,25,29
2,27,29
1,25,31
1,29,31
1,29,31
1,29,31
1,13,33
1,29,33
1,33,35
1,21,37
1,31,37
1,31,39
1,35,39
1,35,41
1,39,41
1,39,41
1,37,43
1,41,45
1,43,45
1,43,47
1,35,51
1,43,53
1,41,53
1,53,55
1,55,59
1,39,61
1,39,63
1,57,63
2,55,63
0,1,66
1,65,66
1,43,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
2,65,66
1,61,64
1,55,64
1,43,64
1,33,64
1,49,64
1,63,64
1,63,64
1,63,64
1,63,64
1,64,66
1,64,66
1,64,66
1,64,65
1,64,65
1,64,65
1,64,66
1,64,66
1,64,66
1,64,65
1,64,66
1,64,66
1,64,65
1,64,65
1,64,65
1,64,65
1,64,65
1,64,66
2,63,64
1,64,66
1,64,65
1,64,65
1,64,66
1,64,66
2,57,64
1,64,66
1,64,66
1,64,66
1,64,66
1,64,65
1,64,66
1,62,64
1,62,66
1,62,63
1,62,65
1,62,65
1,62,64
1,62,64
1,62,65
1,62,66
2,57,62
1,62,66
1,62,64
1,62,64
1,62,65
1,55,60
1,60,64
1,60,64
1,58,59
1,58,65
1,55,56
1,47,56
1,56,60
1,56,61
2,55,56
1,53,54
1,35,54
1,49,54
1,33,54
1,54,65
2,53,54
1,54,55
1,54,61
1,54,55
2,54,56
1,45,52
1,49,52
1,45,52
1,52,55
2,49,52
2,49,52
2,51,52
2,49,52
1,52,53
1,47,50
1,50,53
1,47,48
1,47,48
1,48,51
1,48,64
1,48,55
1,48,57
1,45,46
1,43,46
1,46,49
1,46,49
1,46,49
1,46,49
1,46,47
1,46,51
1,46,59
1,41,44
1,43,44
1,41,44
1,44,46
1,44,47
1,44,45
1,44,47
1,44,47
1,44,46
1,44,45
1,44,45
1,44,65
1,44,51
1,41,42
1,41,42
1,41,42
1,35,42
1,42,63
1,42,49
1,42,65
1,42,63
1,42,57
1,42,55
1,42,49
1,42,49
1,42,47
1,42,43
1,42,45
1,42,43
1,42,43
1,42,43
1,42,51
1,42,47
1,42,43
1,42,47
1,42,47
2,41,42
1,42,63
1,42,48
1,42,45
1,29,40
1,37,40
1,40,41
1,40,42
1,40,43
1,40,46
1,40,41
1,40,43
1,40,45
2,31,40
2,39,40
1,40,49
1,40,41
1,40,42
1,40,47
2,40,48
1,37,38
1,37,38
1,37,38
1,37,38
1,37,38
1,38,41
1,38,41
1,38,53
1,38,47
1,38,39
1,38,39
1,38,47
1,38,39
1,38,39
1,38,41
1,38,41
1,38,41
2,29,38
1,38,41
1,38,47
1,33,36
1,31,36
1,36,38
1,36,37
1,36,37
1,36,37
1,36,39
1,36,37
1,36,65
1,36,65
1,36,37
1,36,66
1,36,37
1,36,37
1,36,37
1,36,37
1,31,34
1,33,34
1,31,34
1,27,34
1,33,34
1,34,41
1,34,35
1,34,35
1,34,36
1,34,37
1,34,35
1,34,35
1,34,35
1,34,41
1,34,36
1,34,47
1,34,65
1,34,35
1,34,35
1,34,39
1,34,35
1,34,35
2,33,34
1,34,45
1,31,32
1,29,32
1,31,32
1,31,32
1,32,33
1,32,35
1,32,41
1,32,33
1,32,35
1,32,33
2,31,32
1,32,40
1,32,49
1,32,47
1,32,33
1,32,45
1,32,35
1,32,40
1,32,35
1,32,37
1,32,33
1,32,33
1,32,39
2,31,32
1,32,33
1,32,35
1,32,65
2,32,34
1,29,30
1,29,30
1,27,30
1,25,30
1,29,30
1,19,30
1,27,30
1,29,30
2,29,30
1,30,35
1,30,31
1,30,33
1,30,32
1,30,32
1,30,35
1,30,66
1,30,31
1,30,31
1,30,31
1,30,37
1,30,32
1,30,45
1,30,31
1,30,33
1,30,33
1,30,32
1,30,39
1,30,33
1,30,31
2,29,30
1,25,28
1,27,28
1,27,28
1,28,29
1,28,31
1,28,29
1,28,31
1,28,31
1,28,31
1,28,30
1,28,35
2,27,28
1,28,44
1,28,29
1,28,29
2,27,28
1,28,33
1,28,29
1,28,29
1,28,36
1,28,36
1,28,32
1,28,34
1,28,31
1,28,49
2,27,28
1,28,31
2,27,28
1,28,31
1,28,34
2,27,28
1,28,29
4,27,28
1,25,26
1,25,26
1,25,26
1,25,26
