dimension,birth,death
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,5
1,3,5
1,5,7
1,5,7
1,5,7
1,3,7
1,5,7
1,5,7
1,5,7
1,7,9
1,7,9
1,9,11
1,7,11
1,9,11
1,7,11
1,9,11
1,9,11
1,9,11
1,9,11
1,9,11
1,9,11
1,13,15
1,15,17
1,15,17
1,15,17
1,15,17
1,15,17
1,13,17
1,13,17
1,17,19
1,13,19
1,13,19
1,19,21
1,19,21
1,19,21
1,13,21
1,19,21
1,19,21
1,19,23
1,21,23
1,17,23
1,19,23
1,23,25
1,25,27
1,27,29
1,29,31
1,29,31
1,29,31
1,29,31
1,25,31
1,31,33
1,27,35
1,29,37
1,35,37
1,27,37
1,35,37
1,37,39
1,33,39
1,39,41
1,43,47
1,41,47
1,43,49
1,43,49
1,39,49
1,41,51
1,39,51
1,51,53
1,51,53
1,35,53
1,49,53
1,45,55
1,53,57
1,49,59
1,59,61
1,37,61
1,57,63
0,1,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,59,66
1,49,66
1,65,66
1,65,66
1,61,66
1,59,66
1,63,66
1,65,66
1,65,66
1,65,66
1,47,66
1,65,66
1,65,66
1,63,66
1,31,66
1,65,66
1,61,64
1,63,64
1,63,64
1,61,64
1,59,64
1,57,64
1,61,64
1,63,64
1,53,64
1,37,64
1,63,64
1,63,64
1,64,66
1,64,66
1,64,66
1,64,66
1,64,66
1,64,66
1,64,65
1,57,62
1,57,62
1,49,62
1,61,62
1,62,63
1,62,63
1,62,63
1,62,66
1,59,60
1,59,60
1,59,60
1,59,60
1,59,60
1,59,60
1,60,64
1,60,62
1,60,63
1,60,61
2,59,60
1,57,58
1,57,58
1,51,58
1,57,58
1,57,58
1,55,58
1,57,58
1,57,58
1,53,58
1,57,58
1,55,58
1,43,58
1,57,58
1,58,61
1,58,61
1,58,61
1,58,59
1,58,63
1,58,60
1,58,62
1,55,56
1,55,56
1,51,56
1,45,56
1,51,56
1,55,56
1,55,56
1,55,56
1,56,66
1,56,58
1,56,62
1,53,54
1,53,54
1,47,54
1,53,54
1,54,56
1,54,62
1,54,56
1,54,57
1,54,60
1,54,56
2,53,54
1,51,52
1,51,52
1,43,52
1,39,52
1,45,52
1,51,52
1,52,56
1,52,53
1,52,54
1,49,50
1,47,50
1,50,56
2,49,50
1,47,48
1,43,48
1,37,48
1,48,53
1,48,49
1,48,62
1,48,51
1,48,53
1,45,46
1,45,46
1,45,46
1,41,46
1,35,46
1,35,46
1,37,46
1,45,46
1,45,46
1,37,46
1,46,47
1,46,48
1,46,47
1,35,44
1,43,44
1,43,44
1,41,44
1,37,44
1,37,44
1,43,44
1,33,44
1,39,44
1,39,44
1,44,47
1,44,62
1,44,64
1,44,53
1,35,42
1,35,42
1,29,42
1,39,42
1,41,42
1,39,42
1,37,42
1,42,46
1,42,45
1,42,43
1,39,40
1,39,40
1,39,40
1,39,40
1,37,40
1,35,40
1,40,43
1,40,42
1,40,43
1,40,43
1,37,38
1,37,38
1,37,38
1,37,38
1,29,38
1,37,38
1,25,38
1,35,38
1,33,38
1,37,38
1,38,39
1,38,41
1,35,36
1,35,36
1,33,36
1,35,36
1,35,36
1,23,36
1,35,36
1,35,36
1,33,36
1,25,36
1,31,36
1,36,37
1,36,66
1,36,38
1,36,40
1,36,41
1,36,38
1,36,52
1,36,37
1,36,47
1,36,40
1,36,43
1,36,43
1,33,34
1,33,34
1,31,34
1,31,34
1,31,34
1,33,34
1,23,34
1,27,34
1,34,36
1,34,36
1,34,39
1,31,32
1,31,32
1,31,32
1,29,32
1,29,32
1,25,32
1,31,32
1,31,32
1,27,32
1,31,32
1,31,32
1,32,36
1,32,33
1,32,33
1,32,34
1,32,38
1,32,51
1,32,40
1,32,39
1,32,34
1,32,34
1,32,36
1,32,35
1,32,39
1,32,66
1,29,30
1,29,30
1,29,30
1,29,30
1,29,30
1,29,30
1,27,30
1,27,30
1,25,30
1,25,30
1,29,30
1,29,30
1,29,30
1,29,30
1,29,30
1,29,30
1,27,30
1,30,32
1,30,32
1,30,32
1,30,46
1,30,32
1,27,28
1,27,28
1,25,28
1,25,28
1,27,28
1,27,28
1,27,28
1,27,28
1,11,28
1,28,34
1,28,30
1,28,30
1,28,32
1,28,39
1,28,31
1,28,33
1,28,30
1,21,26
1,25,26
1,25,26
1,25,26
1,25,26
1,23,26
1,25,26
1,25,26
1,25,26
1,23,26
1,17,26
1,23,26
1,23,26
1,25,26
1,26,29
1,26,27
1,26,29
1,26,28
1,26,27
1,26,47
1,26,27
1,26,27
1,26,28
1,26,30
1,26,33
1,23,24
1,13,24
1,17,24
1,23,24
1,17,24
1,17,24
1,23,24
1,23,24
1,23,24
1,24,26
1,24,26
1,24,27
1,24,31
1,24,31
1,24,25
1,24,27
1,24,26
1,24,30
1,24,27
1,24,32
1,24,26
1,24,26
1,24,31
1,24,31
1,15,22
1,17,22
1,13,22
1,15,22
1,11,22
1,21,22
1,22,23
1,22,23
1,22,29
1,22,23
1,22,23
1,22,23
1,22,26
1,22,25
1,22,32
1,22,33
1,22,25
1,19,20
1,19,20
1,17,20
1,17,20
1,19,20
1,19,20
1,17,20
1,19,20
1,19,20
1,20,23
1,20,25
1,20,21
1,20,21
1,20,21
1,20,21
1,20,23
1,20,23
2,19,20
1,20,23
1,20,28
1,17,18
1,17,18
1,17,18
1,17,18
1,17,18
1,15,18
1,15,18
1,15,18
1,13,18
1,11,18
2,17,18
1,18,22
1,18,21
1,15,16
1,15,16
1,15,16
1,13,16
1,15,16
