dimension,birth,death
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,1,3
1,3,5
1,3,5
1,1,5
1,1,5
1,1,5
1,5,7
1,5,7
1,5,7
1,5,7
1,5,7
1,5,7
1,3,7
1,5,7
1,5,9
1,5,9
1,9,11
1,9,11
1,9,11
1,7,11
1,9,11
1,7,11
1,9,11
1,5,11
1,9,13
1,11,13
1,11,13
1,13,15
1,13,15
1,13,15
1,13,15
1,13,15
1,13,15
1,13,17
1,15,17
1,19,21
1,19,21
1,21,23
1,21,23
1,21,23
1,21,23
1,23,25
1,19,25
1,23,25
1,23,25
1,23,25
1,23,25
1,23,25
1,21,25
1,25,27
1,25,27
1,23,27
1,23,27
1,23,27
1,27,29
1,27,29
1,21,29
1,19,29
1,23,29
1,27,31
1,29,31
1,33,35
1,31,35
1,33,35
1,27,37
1,33,37
2,35,37
1,37,39
1,37,39
1,33,39
1,27,39
1,37,39
1,37,39
1,39,41
1,33,41
1,27,41
1,41,43
1,41,43
1,37,43
1,41,43
1,39,43
1,37,43
1,43,45
1,39,45
1,43,45
1,43,45
1,41,45
2,43,45
1,47,49
1,47,51
1,47,51
1,49,51
1,49,51
1,47,53
1,47,53
1,51,55
1,53,55
1,51,55
1,51,55
1,55,57
1,55,57
1,53,57
1,49,57
1,55,57
1,57,59
1,57,61
1,59,61
1,29,61
1,59,61
1,59,63
1,61,63
1,61,63
1,57,63
0,1,66
1,65,66
1,61,66
1,65,66
1,65,66
1,65,66
1,65,66
1,65,66
1,59,66
1,65,66
1,59,66
1,61,66
1,65,66
1,65,66
2,65,66
2,65,66
4,57,66
4,63,66
4,65,66
1,63,64
1,63,64
1,49,64
1,63,64
1,61,64
1,59,64
1,63,64
1,64,65
1,64,65
1,64,66
1,64,65
1,64,65
1,64,66
1,64,66
1,64,66
1,64,65
4,63,64
4,63,64
4,63,64
4,55,64
1,59,62
1,55,62
1,43,62
1,62,63
1,62,64
1,62,63
1,62,64
1,62,64
1,62,66
1,62,63
4,61,62
1,59,60
1,59,60
1,59,60
1,57,60
1,57,60
1,59,60
1,60,61
1,60,61
1,60,61
1,60,61
1,60,62
2,59,60
1,60,62
2,59,60
1,60,62
1,60,61
1,60,62
1,60,62
4,59,60
4,59,60
4,57,60
4,51,60
4,59,60
1,51,58
1,57,58
1,57,58
1,55,58
1,55,58
1,58,66
1,58,59
1,58,59
1,58,59
1,58,59
1,58,59
1,58,60
1,58,59
1,58,65
1,58,62
2,58,61
4,55,58
4,57,58
4,55,58
4,41,58
1,55,56
1,55,56
1,53,56
1,56,58
1,56,58
1,56,58
1,56,57
1,56,57
1,56,64
4,55,56
4,55,56
1,53,54
1,39,54
1,53,54
1,54,56
1,54,64
1,54,55
1,54,64
1,54,57
1,54,63
4,53,54
4,53,54
1,51,52
1,52,53
1,52,54
1,52,56
1,52,57
1,49,50
1,47,50
1,37,50
1,50,53
1,50,51
1,50,56
1,50,51
1,50,51
1,50,51
1,50,51
1,50,58
1,50,51
1,50,52
1,50,51
4,47,50
1,47,48
1,47,48
1,48,51
1,48,51
1,48,51
1,48,49
1,48,51
4,47,48
1,33,46
1,45,46
1,43,46
1,41,46
1,39,46
1,43,46
1,46,53
1,46,49
1,46,60
1,46,51
4,45,46
4,43,46
4,43,46
1,43,44
1,43,44
1,43,44
1,37,44
1,43,44
1,43,44
1,41,44
1,43,44
1,44,45
1,44,47
1,44,46
1,44,45
4,43,44
1,41,42
1,41,42
1,41,42
1,41,42
1,37,42
1,39,42
1,29,42
1,25,42
1,42,44
1,42,43
1,42,43
1,42,43
1,42,43
1,42,43
4,41,42
1,39,40
1,39,40
1,39,40
1,37,40
1,29,40
1,39,40
1,35,40
1,35,40
1,39,40
1,39,40
1,40,42
1,40,41
1,40,41
1,40,41
1,40,43
1,40,41
1,40,41
1,40,45
1,40,41
2,40,42
2,40,41
1,37,38
1,37,38
1,33,38
1,31,38
1,35,38
1,33,38
1,37,38
1,37,38
1,31,38
1,38,39
1,38,39
1,38,40
1,38,39
1,38,40
1,38,41
1,38,39
1,38,43
4,37,38
1,35,36
1,33,36
1,33,36
1,33,36
1,33,36
1,35,36
1,35,36
1,35,36
1,35,36
1,31,36
1,36,39
1,36,38
1,36,37
1,36,39
1,36,39
1,33,34
1,33,34
1,31,34
1,31,34
1,31,34
1,34,36
1,34,35
1,34,38
1,34,35
1,31,32
1,31,32
1,31,32
1,31,32
1,31,32
1,19,32
1,31,32
1,29,32
1,31,32
1,31,32
1,23,32
1,27,32
1,31,32
1,31,32
1,31,32
1,32,33
1,32,33
1,32,34
1,32,35
1,32,33
1,32,38
2,31,32
1,32,33
1,32,34
4,31,32
4,25,32
1,29,30
1,29,30
0,30,31
1,29,30
1,27,30
1,27,30
1,29,30
1,23,30
1,29,30
1,19,30
1,25,30
1,29,30
1,29,30
1,21,30
1,29,30
1,30,42
1,30,32
1,30,40
1,30,32
1,30,31
1,30,33
1,30,32
1,30,46
1,30,34
1,30,34
1,30,34
1,30,32
1,30,32
1,30,34
1,30,34
1,30,31
1,27,28
1,21,28
1,27,28
1,25,28
1,27,28
1,25,28
1,25,28
1,27,28
1,25,28
1,28,29
1,28,31
1,28,30
2,27,28
1,28,31
1,28,29
1,28,31
1,28,30
1,28,33
1,28,30
1,28,29
1,28,30
1,28,29
1,28,29
1,28,29
1,28,30
1,28,40
1,28,39
1,28,29
4,21,28
4,25,28
4,19,28
1,25,26
1,25,26
1,25,26
1,25,26
1,25,26
1,25,26
1,25,26
1,23,26
1,25,26
1,25,26
1,25,26
1,25,26
1,25,26
1,25,26
1,25,26
1,23,26
1,25,26
1,21,26
1,25,26
1,26,29
